S. No.,Item name*,Item code,Purchase,Sale Price,In stock,
1831,SNAC TAC NAVRATAN MIX 15,8904132912748,32.5,65,5,
1832,SNAC TAC PENNE PASTA 450,8904132912878,37,75,6,
1833,SNAC TAC TOMATO VEGGIE N,8904132920972,12.5,25,6,
1834,SNICKERS 14 GM,8906002484003,9,10,3,
1835,SNICKERS 14 GM ALMOND,8902433001345,10,15,8,
1836,SNICKERS 22 GM,8906002482481,15,20,0,
1837,SNICKERS ALMONDS 14 GM B,8902433001338,13,15,27,
1838,SNICKERS BAR 168G,8902433003080,149,149,4,
1839,SNICKERS BAR CHOCOLATE 4,8906002482450,35,45,0,
1840,SOFY 7 PADS,8903622000514,70,75,0,
1841,SOFY ANTI BACTERIA 10 PA,8903622071125,140,154,0,
1842,SOFY ANTI BACTERIA 15 Pa,8903622000163,100,125,1,
1843,SOFY COOL FRESHNESS 15 P,8903622000521,120,150,3,
1844,SOYA BADIYA 200GM,,35,70,8,
1845,SOYA CHUNKS RAJMANDIR,,65,77,5,
1846,SPONGE WIPES LOOSE,,20,35,4,
1847,SPRITE 2 L COLD DRINK,8901764032400,0,90,-2,
1848,SPRITE 750 ML COLD DRIN,,0,40,-1,
1849,SPRITE 750 ML COLD DRINK,8901764032271,32,40,71,
1850,STAYFREE SECURE 20N,8901012165256,75,82,0,
1851,STAYFREE SECURE 6PAD,,30,36,0,
1852,STIC COLORSTIX 12+1,8904101235052,25,35,2,
1853,STICK WIPER MEDIUM,,130,175,1,
1854,STICKY HIGHLIGHTER NOTES,,10,40,22,
1855,SUGAR,,0,0,-1,
1856,SUNF DARK FANTASY BOURBO,8901725114350,17.5,35,-4,
1857,SUNFEAST 5 SEED DIGESTIV,8901725114619,21,25,0,
1858,SUNFEAST DARK FANTASY 30,8901725101381,99,150,2,
1859,SUNFEAST DARK FANTASY 40,8901725120184,100,200,0,
1860,SUNFEAST DARK FANTASY CH,8901725132804,15,30,9,
1861,SUNFEAST DARK FANTASY CH,8901725132873,25,35,0,
1862,SUNFEAST DARK FANTASY VA,8901725132682,25,30,-9,
1863,SUNFEAST DARK FANTSY BOU,8901725101374,17.5,35,8,
1864,SUNFEAST KESAR BADAM MIL,8901725116170,23.45,35,0,
1865,SUNFEAST MOMS MAGIC BUTT,8901725109561,25,30,0,
1866,SUNFEAST PASTA MASAL 65G,8901725135218,18.67,43,3,
1867,SUNFEAST SWISS ROLL CHOC,8901725112769,7.5,10,0,
1868,SUNFEAST VANILLA MILKSHA,8901725116835,23.45,35,0,
1869,SUNFEAST VEDA DIGESTIVE,8901725113025,17,20,1,
1870,SUNSILK BLACK SHINE POUC,8901030866005,0.8,1,179,
1871,SUPER MAX -3,752754002181,150,200,4,
1872,SUPER PATANJALI 250 GM D,,10,15,2,
1873,SURF EXCEL EASY WASH 5 K,,510,599,0,
1874,SURF EXCEL MATIC LIQUID,8901030824890,180,199,0,
1875,SURF EXEL BLUE DETERGENT,8901030850479,52,60,0,
1876,SURF EXEL ORANGE 500 GM,8901030814150,93,104,0,
1877,SW WRAPING PAPER 20 PAGE,,2.5,15,20,
1878,TABLE TOP BASKET FOR STA,,99,149,2,
1879,TATA CHEESY PASTA VEG,8906111440006,25,99,3,
1880,TATA SAMPANN 180G,8904043903125,70,70,4,
1881,TATA TEA PREMIUM,,114,130,1,
1882,TATA TEA PREMIUM 250GM,8901052004546,100,130,-6,
1883,TATA TEA PREMIUM 500 GM,8901052004584,190,245,0,
1884,THUMB PUSH PIN GOLD LEAF,,14,30,2,
1885,TICTAC MINT CHEWING GUM,8000500366769,9,10,3,
1886,TOOPERS NOTE BOOK,,30,50,2,
1887,TOOR ARHAR DAL 1KG,36000413502,100,115,11,
1888,TOP RAMEN CHICKEN NOODLE,8901014002412,53,60,6,
1889,TOPS CUSTARD BUTTER SCOT,8904288621129,20,38,0,
1890,TOPS RED CHILLI,,28,55,2,
1891,TOPS STRAWBERRY JELLY CR,8904288621020,40,50,0,
1892,TOPS TOMATO KETCHUCP 500,,80,95,5,
1893,TOPS TOMATO KETCHUP REFI,8904288601183,65,130,1,
1894,TRACK PANT XL VISHAL,,700,700,0,
1895,TRESEMME HAIR FALL DEFEN,8901030776311,50,55,0,
1896,TRESEMME KS KERATIN SMOO,8901030776335,55,60,1,
1897,TRESEMME SMOOTH & SHINE,8901030705885,65,120,5,
1898,TRESEMME SMOOTH & SHINE,8901030840166,55,65,0,
1899,TRIDENT SPECTRA A4 75 GS,,177,270,2,
1900,TROPICANA MIXED FRUIT DE,8902080013395,74,110,1,
1901,TROPICANA ORANGE DELIGHT,8902080013296,74,110,0,
1902,UNCLE CHIPS PLAIN SALT 2,8901491405003,9,10,3,
1903,UNIBIC CASHEW ALMOND,8906009071961,4.5,5,4,
1904,UNIBIC CHOCO,,22,25,9,
1905,UNIBIC CHOCO NUT COOKIES,8906009071732,160,180,0,
1906,UNIBIC CHOCO NUT COOKIES,8906009071602,20,25,-1,
1907,UNIBIC CHOCO RIPPLE 31 G,8906009070926,4,5,0,
1908,UNIBIC CHOCO RIPPLE COOK,8906009079073,9,10,0,
1909,UNIBIC OATMEAL COOKIES 1,8906009078762,40,50,1,
1910,UNIBIC SNACK BAR FRUIT A,8906009079707,21,40,0,
1911,UNIBIC WITTY BITE 500GM,8906009072494,75,150,4,
1912,URAD CHHILKA DAL 1 KG,,82,120,10,
1913,URAD SABUT DAL 1 KG,,80,125,9,
1914,UTSAV DANISH BUTTER COOK,8901972061056,0,350,1,
1915,VANESA BABE 60NK,8901450012181,200,299,0,
1916,VATIKA SHAMPOO POUCH 7 S,8901207023156,0.8,1,160,
1917,VEBA CARROT & CUCUMBER 1,8906069402033,25,39,3,
1918,VEEBA EGGLESS MAYONAISE,8906069401746,30,39,2,
1919,VERMICELLI 450GM,8906114820027,40,42,0,
1920,VICKS INHALER,4987176077356,43,1095,2,
1921,VI-JOHN,8906010080457,30,30,0,
1922,VIM BAR 300 GM,,20,23,0,
1923,VLCC SPF SUNSCREEN 15 GM,8907122008421,15,20,24,
1924,WAGH BAKRI SMALL,8901747000266,4,5,-2,
1925,WHISPER ULTRA CLEAN XL 3,,155,310,1,
1926,WHISPER ULTRA SOFT AIR F,4902430377621,120,140,5,
1927,WHISPER XL 6 PADS,4987176076816,40,42,-1,
1928,WHISPER XL+ 15 PADS,4902430707565,170,180,169,
1929,WHISPER XL+27 PADS,4902430872720,320,340,7,
1930,WHISPER XXL+6,4902430339650,39,49,-1,
1931,WHITE DISPOSAL PLATE COR,,110,150,1,
1932,WILD STONE BODY PERFUME,8904006302507,250,250,1,
1933,WILLS NAVY CUT,,90,200,95,
1934,WILLS NAVY CUT SMALL,,90,95,0,
1935,WIPRO SAFEWASH LIQ DETER,8901399338533,297,425,4,
1936,WIPRO SWEET 'N' HEALTHY,8901399092015,75,100,2,
1937,WIRO NOTE BOOK,,100,110,-1,
1938,WONDER CELLO TAPE MEDIUM,36000464993,35,40,11,
1939,WONDER CLEAN 1 lTR.,8906004130861,45,90,3,
1940,WONDERSPA LIQUID HAND WA,8906004132711,100,169,3,
1941,WONDERSPA LIQUID HAND WA,8906004132704,100,169,3,
1942,WRIGLEY DOUBLEMINT PAANM,8902433001161,8.5,10,29,
1943,WRIGLEYS DOUBLEMINT CHEW,8906002488490,44,50,17,
1944,WRIGLEYS DOUBLEMINT SPEA,89007662,8.5,10,28,
1945,WRIGLEYS PIM POM LOLIPOP,,3.8,5,5,
1946,XTD,,0,100,0,
1947,XXXX,,0,0,0,
1948,YEPPIE MAGIC MASALA 270,,44,48,2,
1949,YIT 4IN1 POWER STRIP BLA,8906096150242,99,199,4,
1950,YUMMIE ANMOL ELAICHI,8902268003248,4.5,5,1,
1951,YUMMIEZ CHICKEN NUGGETS,8902756352056,180,250,1,
1952,ZED BLACK DHOOP KON 12 P,,100,144,0,
1953,ZHAKAAS 3 D FLOWER,8906104540850,45,50,3,
1954,ZHAKAAS 3D OVAL,8906104540867,45,50,3,
